subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
https://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Naturerleben	Rousseau Die ersten starken Anregungen auf dem Gebiet einer Erneuerung des inneren Menschen aus raum-zeitlichem Naturerleben heraus gehen auf Rousseau, besonders auf seine Werke La Nouvelle.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Natur	Rousseaus Haltung der Natur gegenüber ist von vornherein die eines bewußten inneren Kontaktnehmens mit der Landschaft und ihren Menschen: Je gravissais lentement et à pied des sentiers assez rudes, conduit par un homme que j’avais pris pour être mon guide, et dans lequel, durant toute la route, j’ai trouvé plutôt un ami qu’un mercenaire1.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3142	paysage	Landschaft	Rousseaus Haltung der Natur gegenüber ist von vornherein die eines bewußten inneren Kontaktnehmens mit der Landschaft und ihren Menschen: Je gravissais lentement et à pied des sentiers assez rudes, conduit par un homme que j’avais pris pour être mon guide, et dans lequel, durant toute la route, j’ai trouvé plutôt un ami qu’un mercenaire1.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2903	être humain	Menschen	Rousseaus Haltung der Natur gegenüber ist von vornherein die eines bewußten inneren Kontaktnehmens mit der Landschaft und ihren Menschen: Je gravissais lentement et à pied des sentiers assez rudes, conduit par un homme que j’avais pris pour être mon guide, et dans lequel, durant toute la route, j’ai trouvé plutôt un ami qu’un mercenaire1.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Naturerlebnis	Jahrhundert verloren gegangene Satzharmonie2 w’ird hier im subjektiven Naturerlebnis Rousseaus wiedergefunden : Tantôt d’immenses roches pendaient en ruines au-dessus de ma tête.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Natur	Aus solchen räumlich betonten Erfahrungen von der Belebtheit der Natur ergibt sich für Rousseau eine direkte Beziehung zu seinen eigenen seelischen Zuständen.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2774	âme	seelischen Zuständen	Aus solchen räumlich betonten Erfahrungen von der Belebtheit der Natur ergibt sich für Rousseau eine direkte Beziehung zu seinen eigenen seelischen Zuständen.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2903	être humain	Mensch	Das Mensch und Natur in gleicher Weise durchwaltende Grundgesetz des Lebens3 4 5 6 ist hier leib- und geisthaft fühlbar geworden. Rousseau ist reiner Romantiker in dieser wesenhaften Reaktivierung des gesamten Ich aus der Natur heraus.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Natur	Das Mensch und Natur in gleicher Weise durchwaltende Grundgesetz des Lebens3 4 5 6 ist hier leib- und geisthaft fühlbar geworden. Rousseau ist reiner Romantiker in dieser wesenhaften Reaktivierung des gesamten Ich aus der Natur heraus.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Natur	Rousseaus nicht theoretisch gedachte, sondern im lebendigen Erleben erfahrene Existence stützt sich ausschließlich auf den in sich selbst eingekehrten, voraussetzungslos gewordenen Geist6. Ihm bieten sich das eigene Selbst, Natur und Gott als ursächliche Lebenszusammenhänge 1 J.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2869	Dieu	Gott	Rousseaus nicht theoretisch gedachte, sondern im lebendigen Erleben erfahrene Existence stützt sich ausschließlich auf den in sich selbst eingekehrten, voraussetzungslos gewordenen Geist6. Ihm bieten sich das eigene Selbst, Natur und Gott als ursächliche Lebenszusammenhänge 1 J.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3121	vie	Lebens	Rousseaus bahnbrechende Tat ist es gewesen, dem Menschen im Raum-Zeiterlebnis durch leib-geistige Ganzheitserfahrung das zugleich individuellste wie universellste Grundgesetz des Lebens offenbart zu haben.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3142	paysage	landschaftliche Raumerlebnis	Lamartine Wie bei Rousseau und Chateaubriand bildet das landschaftliche Raumerlebnis in der Dichtung Lamartines den Ansatzpunkt zu seinem Zeiterlebnis.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Natur	Lamartines Naturbetrachtung bringt auch keine direkte Beziehung zwischen dem Ich und den gleichgearteten Teilen der Natur zum Ausdruck , wie sie in Rousseaus Gleichklangserlebnis und der daraus folgenden wesenhaften Regeneration seiner ganzen Persönlichkeit vorlag.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3142	paysage	Landschaft	Aus dieser Verankerung des landschaftlichen Raumerlebnisses im Symbol erklärt es sich, daß wir nie den direkten regeneratorischen Einfluß der Landschaft auf den Menschen verspüren wie bei Rousseau und nie die mit Künstlerauge gesehene und beschriebene pittoreske Landschaft vorfinden wie bei Chateaubriand.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3142	paysage	Landschaft	In beiden Fällen läßt sich beobachten, daß oft im umgekehrten Verhältnis wie bei Rousseau der Dichter auf die Landschaft einwirkt, indem er nur die landschaftlichen Züge beibehält, die ihn zur élévation irn Sinne der durée absolue führen.
https://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Natur	In beiden Fällen läßt sich beobachten, daß oft im umgekehrten Verhältnis wie bei Rousseau der Dichter auf die Landschaft einwirkt, indem er nur die landschaftlichen Züge beibehält, die ihn zur élévation irn Sinne der durée absolue führen. Aus diesem Grunde wird die Natur, sofern der Dichter ihr nicht indifferent gegenübersteht3 4, auch direkt als Abbild des Göttlichen angesehen : Lamartine bezeichnet sie als Ces vastes attributs qui n’achèvent pas ton nom,1 als immer gegenwärtige, stets unveränderlich wirksame Trösterin des Menschen5, als Schöpfung schlechthin, hinter der Gott als schöpfende Ursache entdeckt werden will : Dieu pour le concevoir a fait l’intelligence, Sous la nature enfin découvre son auteur6 Nur durch intelligence, d. h. durch die Fähigkeit des intellegere, der Einsicht ist dem Menschen das Erkennen Gottes in der Natur möglich.
https://data.mimotext.uni-trier.de/entity/Q1429	"La Nouvelle.

Héloïse"	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Naturerleben	Rousseau Die ersten starken Anregungen auf dem Gebiet einer Erneuerung des inneren Menschen aus raum-zeitlichem Naturerleben heraus gehen auf Rousseau, besonders auf seine Werke La Nouvelle. Héloïse und Les Rêveries du Promeneur Solitaire zurück.
https://data.mimotext.uni-trier.de/entity/Q1429	Nouvelle Héloïse	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2903	être humain	Mensch	Der Zustand der inneren Sammlung ist nicht nur unerläßlich für das Erlebnis des Gleichklangs zwischen Mensch und Natur, sondern auch für das des Gleichklangs von Mensch zu Mensch. Hierfür erscheint eine Stelle aus der Nouvelle Héloïse sehr charakteristisch : Il est sur que cet état de contemplation fait un des grands charmes des hommes sensibles .... 1 J.
https://data.mimotext.uni-trier.de/entity/Q1429	Nouvelle Héloïse	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2774	âme	Seele	Das aus innerer Sammlung erwachsene Erlebnis des Gleichklangs zwischen dem eigenen Ich und dem geliebten Menschen findet einen weiteren Höhepunkt in der Nouvelle Héloïse in dem 17. Brief: Le Lac2. Wichtig für beide seelische Empfindungslagen erscheint die Tatsache, daß das Raumerlebnis ein konkretes an die äußere Umgebung gebundenes Moment und zugleich eine innerseelische zwischenmenschliche Relation ist.
https://data.mimotext.uni-trier.de/entity/Q1429	Nouvelle Héloïse	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Natur	Die beiden hier wiedergegebenen Erlebnisse aus der Nouvelle Héloïse lassen sich als Höhepunkte zwischenmenschlicher Beziehungen erkennen. In ihnen klingen durch das raum-zeitliche Empfinden hindurch Natur, Ich und Liebe zu einer Einheit zusammen.
https://data.mimotext.uni-trier.de/entity/Q1429	Nouvelle Héloïse	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2776	amour	Liebe	Die beiden hier wiedergegebenen Erlebnisse aus der Nouvelle Héloïse lassen sich als Höhepunkte zwischenmenschlicher Beziehungen erkennen. In ihnen klingen durch das raum-zeitliche Empfinden hindurch Natur, Ich und Liebe zu einer Einheit zusammen.
